Clinic Name,Address,State,Email,Google_Full_Address,Latitude,Longitude,Extracted_Pincode,Mapped_District,Brand_name,Clinic_Type
KRITIGA HOSPITAL,"15, MANGALAM ROAD, KARUVAMPALAYAM, TIRUPPUR",TAMIL NADU,anandaraj74@gmail.com,"38WP+9X9, Mangalam Road, Karuvampalayam, Kumaran Road, Mangalam Road, Tiruppur, Tamil Nadu 641604",11.0959599,77.3168825,641604,Coimbatore,KRITIGA,Independent
kumar Hospital,Thuckalay,TAMIL NADU,1990abi@gmail.com,"Trivandrum - Nagercoil Hwy, Manali, Tamil Nadu 629175",8.2528903,77.2909826,629175,Kanyakumari,KUMAR,Independent
kumaran clinic,mayuranathar keezha veedhi. mayiladuthurai,TAMIL NADU,paedssaravanan@gmail.com,"Keezha Veethi, Maayavaram, Mayiladuthurai, Tamil Nadu 609001",11.1025268,79.6541039,609001,Mayiladuthurai,KUMARAN,Independent
KUMARAVELU HOSPITAL,DVD COLONY KOTTAR NAGERCOIL,TAMIL NADU,docchitra@yahoo.co.in,"319-43/15A, DVD Colony, Chenthooran Nagar, Nagercoil, Tamil Nadu 629002",8.1741187,77.4143482,629002,Kanyakumari,KUMARAVELU,Independent
KVT HEALTH CENTRE,"NO.16, GNT ROAD, MOOLAKADAI",TAMIL NADU,venkateshit786@gmail.com,"16, Grand Northern Trunk Rd, Moolakadai, Kodungaiyur, Chennai, Tamil Nadu 600118",13.1282361,80.2216384,600118,Chennai,KVT,Independent
LAKSHMI ASSISTED REPRODUCTION AND FERTILITY CENTER,"27, Tank Street, Hosur",TAMIL NADU,vijirenga@gmail.com,"Tank Street, Hosur, Tamil Nadu 635109",12.7327785,77.8049565,635109,Krishnagiri,LAKSHMI,Chained
Lakshmi Fertility Centre,"No.5, Church 2nd street, T.T. Nagar, Karaikudi",TAMIL NADU,dr.jothiganesh@gmail.com,"Church 2nd St, TT Nagar, Sekkalai, Karaikudi, Tamil Nadu 630001",10.0748356,78.7548514,630001,Sivaganga,LAKSHMI,Chained
Lakshmi hospital,"Nellukkara street, kancheepuram",TAMIL NADU,drrajesh72@hotmail.com,"Plot No.46, Nellukara Street, Beside Kalyan Jewellers, Kanchipuram, Tamil Nadu 631502",12.8387538,79.6814043,631502,Kanchipuram,LAKSHMI,Chained
LAKSHMI HOSPITAL AND FERTILITY CENTER,"84,TRICHY MAIN ROAD , SANJEEVARAYANPET ,",TAMIL NADU,lakshmifertility@gmail.com,"84, Trichy Main Rd, opp. to State bank of India, Sanjeeverayanpettai, M G R Nagar, Seelanaickenpatti, Salem, Tamil Nadu 636006",11.6369417,78.1303207,636006,Salem,LAKSHMI,Chained
Lakshmi Madhavan Hospital Fertility Center,"4A, South Bypass Road, Vannarpettai, Tirunelveli",TAMIL NADU,padma95lakshmi@gmail.com,"S Bypass Rd, Vannarpettai, Tirunelveli, Tamil Nadu 627003",8.7263237,77.7006443,627003,Tirunelveli,LAKSHMI,Chained
Lakshmi Maternity Hospital Assisted Reproduction Centre,"Lakshmi Maternity Hospital, No 20, 3rd Avenue, Indira Nagar, Adyar,",TAMIL NADU,lathas145@gmail.com,"20, 3rd Ave, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",12.9939811,80.2321847,600020,Chennai,LAKSHMI,Chained
lakshmi test tube baby centre,"7A/44 - 1 D MADHANAGOPALAPURAM,PERAMBALUR(PO),PERAMBALUR(TK),PERAMBALUR(DT)",TAMIL NADU,lakshmiivf2017@gmail.com,"TELC Complex, No: 7A/44-1D, MG Puram, Rover School Road, Rover School Rd, Sungu Pettai, Perambalur, Tamil Nadu 621212",11.3901089,77.2952887,621212,Perambalur,LAKSHMI,Chained
LAKSHMI TEST TUBE BABY CENTRE,"LAKSHMI HOSPITAL, 29,P.S.R.ROAD, SIVAKASI",TAMIL NADU,lakshmihospitalsivakasi@gmail.com,"29, PSR Rd, Parasakthi Colony, Sivakasi, Tamil Nadu 626123",9.4512311,77.7731194,626123,Virudhunagar,LAKSHMI,Chained
Lakshya Fertility Centre,18 Vyasar street East Tambaram,TAMIL NADU,lakshyaivfcentre@gmail.com,"18, Vyasar St, East Tambaram, Tambaram, Chennai, Tamil Nadu 600059",12.9258061,80.1070376,600059,Chennai,LAKSHYA,Independent
LALITHAMBIGAI FERTILITY CENTRE,"83, Adayalampattu Village, Chennai",TAMIL NADU,ivf@slmch.ac.in,"85, Vanagaram, Chennai, Tamil Nadu 600095",13.065114,80.1397626,600095,Chennai,LALITHAMBIGAI,Independent
LISTER HOSPITALS,"Main road , , Marthandam , Lister Hospital",TAMIL NADU,listerhospitals@gmail.com,"Main Rd, near CSI Church, Marthandam, Tamil Nadu 629165",8.3062017,77.2024004,629165,Kanyakumari,LISTER,Independent
LIVF FERTILITY AND WOMENS HEALTH CARE HOSPITAL,NO 23 GROUND FLOOR 1ST CROSS STREET RAMAPPA NAGAR PERUNGUDI CHENNAI,TAMIL NADU,info@livffertility.com,"Ground floor, 23, 1st Cross St, Ramappa Nagar, Kandhanchavadi, Perungudi, Chennai, Tamil Nadu 600096",12.9629897,80.2217306,600096,Chennai,LIVF,Independent
Logidasans hospital,"14,rajaji street,manavala nagar,Thiruvalur",TAMIL NADU,logidasanhospital@gmail.com,"14, Rajaji St, Manavalanagar, Tamil Nadu 602002",13.1099942,79.8907766,602002,Tiruvallur,LOGIDASAN,Independent
London Medical center and fertility care,"109 Parisal Thurai Road, Kaikaatti,musiri",TAMIL NADU,dr.akilapillai@gmail.com,"109, Parisal Thurai Rd, Musiri, Tamil Nadu 621211",10.9508459,78.4213365,621211,Trichy,LONDON,Independent
Lotus Fertility centre,"NTC Hospitals ,Kizhavaithiyanathapuram,Thathaneri main road.Madurai",TAMIL NADU,lakmisubburaj@gmail.com,"No: 187, Thathaneri Main Rd, near ESI Hospital, Vaithiyanathapuram, Madurai, Tamil Nadu 625018",10.4528512,74.9180932,625018,Madurai,LOTU,Chained
Lotus Hospitals and Research Centre Limited,"90, Thayumanava Sundaram Street, Poondurai Main Road, Kollampalayam, Erode.",TAMIL NADU,shruthieks@gmail.com,"90, Thayumanava Sundaram Street, Poondurai, Main, Road, Kollampalayam, Tamil Nadu 638002",11.3282599,77.7180592,638002,Erode,LOTU,Chained
Lotus IVF fertility and womens centre,"Ponniah hospital 232 tv Samy road, RS Puram Coimbatore",TAMIL NADU,ponniahhospital@yahoo.in,"Ponnaiah Hospital Campus, R.S., Thiruvenkatasamy Rd W, R.S. Puram, Coimbatore, Tamil Nadu 641002",11.0108026,76.9323954,641002,Coimbatore,LOTU,Chained
M.S.THARIKADEVI CLINIC,"NO/28 SANNATHI STREET,VANDAVASI",TAMIL NADU,jesuslovesmunu@gmail.com,"50B, Sannathi St, Vandavasi, Tamil Nadu 604408",12.5022249,79.5831284,604408,Viluppuram,MSTHARIKADEVI,Independent
MAA Kauvery Fertility Center (A Unit of KMC Speciality Hospitals India Limited),"No 27, Alexandria Road, Cantonment, Tiruchirappalli West Taluk, Tiruchirappalli District - 620 001.",TAMIL NADU,dhasa.cst@kauveryhospital.com,"6, Royal Rd, Cantonment, Tiruchirappalli, Tamil Nadu 620001",10.809519,78.676141,620001,Trichy,MAA,Independent
Maanasa Women and Fertility Clinic,"1/35A, Malayappa Mudali Street, Kelambakkam, Chennai",TAMIL NADU,maanasa.clinic@gmail.com,"1/35 A, Malayappa Mudali street, Old Mamallapuram Rd, near Karur Vysya Bank, Kelambakkam, Tamil Nadu 603103",12.7878593,80.2005652,603103,Chengalpattu,MAANASA,Independent
Madhu Hospital,"17/16, Agasthiyar Street, East Tambaram, Chennai",TAMIL NADU,madhuhospitals2019@gmail.com,"Madhu hospital, No: 17/16, 17/16, Agasthiyar St, East Tambaram, Chennai, Tamil Nadu 600059",12.925321,80.1064969,600059,Chennai,MADHU,Independent
MAGIL IVF CENTRE,"3/756 First Cross, Surveyor Colony",TAMIL NADU,info@magilivf.com,"3/756, 1st Cross St, Surveyor Colony, Madurai, Tamil Nadu 625007",9.9577867,78.1327328,625007,Madurai,MAGIL,Independent
Maha Fertility & Women Centre,"No: 15, Virudhachalam Main Road, (Opp to KVB Bank), Ulundurpet, Kallakurichi District, Tamilnadu State",TAMIL NADU,mahafertilitycentre2@gmail.com,"15D, Virudhachalam - Cuddalore Rd, Ulundurpet, Viluppuram, Tamil Nadu 606001",11.5158455,79.3092319,606001,Tiruvannamalai,MAHA,Independent
Maha Fertility Centre,"Mahalakshmi Hospital, No. 6, Jubilee Road, (Near Bus stand), Ulundurpet, Kallakurichi District, PIN- 606107",TAMIL NADU,mahafertilitycentre@gmail.com,"No.15, viruthachalam main road, opposite Kvb, Ulundurpet, Tamil Nadu 606107",11.6895141,79.2673996,606107,Tiruvannamalai,MAHA,Independent
Mahalakshmi Clinic,"No.4, Kalathi Annamalai st, Arni.",TAMIL NADU,mahalakshmifertilityclinic@gmail.com,"Kalathi Annamalai Street, Sharaf Bazaar St, Arani, Tamil Nadu 632301",12.6714481,79.2670212,632301,Vellore,MAHALAKSHMI,Independent
MALAR FERTILITY AND RESEARCH CENTRE,"NO. 5, BEMESWARAN KOIL STREET, MULLAI NAGAR WEST TAMBARAM",TAMIL NADU,malarfertility@gmail.com,"5, Beemeswaran Koil Street, West, Mullai Nagar, Tambaram, Chennai, Tamil Nadu 600045",12.9264661,80.0820372,600045,Chennai,MALAR,Independent
MANGALAM HOSPITAL(ART CLINIC),"1,JCN STREET,POONAMALLEE",TAMIL NADU,vaccinemangalam@gmail.com,"1, JCN STREET, MG Nagar, Poonamallee, Chennai, Tamil Nadu 600056",13.0506007,80.075521,600056,Chennai,MANGALAM,Independent
MANIMEKALAI IVF CENTER,"253, SALEM MAIN ROAD, NEAR MEENAKSHI MAHAL, KRISHNAGIRI",TAMIL NADU,MANIMEKALAILOKESH@GMAIL.COM,"253, Salem Main Rd, near Meenakshi mahal, New Pet, Krishnagiri, Tamil Nadu 635002",12.5149477,78.2095584,635002,Krishnagiri,MANIMEKALAI,Independent
Manohar General Hospital,"28, Railway road, kanchipuram",TAMIL NADU,drpriyajj@yahoo.co.in,"Manohar Hospital, Railway Rd, Kanchipuram, Tamil Nadu 631502",12.8360462,79.6911904,631502,Kanchipuram,MANOHAR,Independent
Manushree Nursing Home,"5 & 6A, Sankarar street, Srinivasa Nagar, peerkankaranai, Chennai",TAMIL NADU,Manushreemedicalcenter@gmail.com,"No.5, Sankaran St, opposite to HDFC bank, Srinivasa Nagar, New Perungalathur, Perungalathur, Tamil Nadu 600063",12.9063195,80.0739626,600063,Chennai,MANUSHREE,Independent
Maruthi Test tube baby centre,"743-E, salem Road, Namakkal",TAMIL NADU,maruthihospital.nkl@gmail.com,"743/E, Salem - Namakkal Rd, Swamy Nagar, Namakkal, Tamil Nadu 637001",11.2456921,78.1450942,637001,Namakkal,MARUTHI,Independent
MARUTI TEST TUBE BABY AND FERTILITY CENTRE,"2/145-1,NEW  NATHAM ROAD, IYER BUNGALOW, MADURAI",TAMIL NADU,ponnimitra1982@gmail.com,"No-2/145, 1, Natham Rd, Iyer Bungalow, Madurai, Tamil Nadu 625014",9.9675548,78.1346409,625014,Madurai,MARUTI,Independent
MATHA TEST TUBE BABY RAJESH TILAK HOSPITAL,107J 79 50G PC ROAD WEST MILLERPURAM TUTICORIN,TAMIL NADU,rajeshtilakhospital@gmail.com,"2, 3, R42J+9CH, 107J/79/53/1, P.C Road, TMB Colony, West,, Millerpuram, Sinnamani Nagar, Thoothukudi, Tamil Nadu 628008",8.7989588,78.105593,628008,Thoothukudi,MATHA,Independent
MATHI HOSPITAL PVT LTD,NO 55/2A FCI ROAD GANDHIMAA NAGAR GANAPATHI,TAMIL NADU,mathihospitalart@gmail.com,"FCI road extension ,Ganapathi, 35, Gandhimaa Nagar to FCI Godown Rd, Near ganapathy fire station, Coimbatore, Tamil Nadu 641004",11.0393601,76.9766305,641004,Coimbatore,MATHI,Independent
Meenakshi Fertility Centre,"N0.103, Valluvarkottam High Road, Nungambakkam",TAMIL NADU,raji.ezhilarasan@gmail.com,"103, Valluvar Kottam High Rd, Ponnangipuram, Nungambakkam, Chennai, Tamil Nadu 600034",13.0587527,80.2222441,600034,Chennai,MEENAKSHI,Independent
MEENAKSHI MISSION HOSPITAL AND RESEARCH CENTRE,"LAKE AREA,MELUR ROAD,MADURAI",TAMIL NADU,ivf@mmhrc.com,"Lake Area, Melur Main Rd, Madurai, Tamil Nadu 625107",9.9479215,78.1599642,625107,Madurai,MEENAKSHI,Independent
MELUR MEDICAL CENTRE,"712, Trichy Main Road, MELUR",TAMIL NADU,drvbmmc@gmail.com,"712, Trichy Main Rd, Melur, Tamil Nadu 625106",10.0304023,78.3151952,625106,Madurai,MELUR,Independent
MENAKA HOSPITAL,"367 & 367/1,THIRUTHANGAL ROAD, SIVAKASI",TAMIL NADU,jeganprasad@rediffmail.com,"367, Thiruthangal Rd, near TNEB tamilnadu electricity board, Parasakthi Colony, Sivakasi, Tamil Nadu 626123",9.4577393,77.7784524,626123,Virudhunagar,MENAKA,Independent
MERCY FERTILITY CENTER,"4 A,BY-PASS ROAD,OPP.LAKSHMI BHAVAN HOTEL,PONMENI,MADURAI",TAMIL NADU,mercyfertilitycentre@gmail.com,"4/A, Bypass Rd, near HDFC BANK, Ponmeni, Madurai, Tamil Nadu 625016",9.9207112,78.0801267,625016,Madurai,MERCY,Independent
Meridian Hospital,"46D, Jawaharlal Nehru Road, 200 Feet Road, Kolathur, Chennai, Tamil Nadu",TAMIL NADU,reachus@meridian-hospital.com,"46D, Jawaharlal Nehru Road, 200 Feet Ring Rd, Kolathur, Chennai, Tamil Nadu 600110",13.1363796,80.1953773,600110,Chennai,MERIDIAN,Independent
MGM Healthcare,"No 54, Old 72. Nelson Manickam Rd, Aminjikarai, Chennai",TAMIL NADU,varambymgm@mgmhealthcare.in,"No 54, Old, 72, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600029",13.0709761,80.2190853,600029,Chennai,MGM,Independent
Mint Hospitals,"19/1,1st Avenue,Sastri Nagar,Adyar,Chennai",TAMIL NADU,dr.tsharanya@gmail.com,"19/1, 1st Ave, near by bsnl telephone exchange, Shastri Nagar, Adyar, Chennai, Tamil Nadu 600020",13.0013874,80.2367015,600020,Chennai,MINT,Independent
Miracle Advanced Reproductive Centre,"450, 2nd and 3rd floor,Poonamallee High Road,Kilpauk,Chennai",TAMIL NADU,psrdmurthy@yahoo.com,"2nd & 3rd floor, 450, Poonamallee High Rd, Opp Pachiyappas College, Kilpauk, Chennai, Tamil Nadu 600010",13.076207,80.2135193,600010,Chennai,MIRACLE,Independent
MM Hospital,"6/288, Trichy Main Road, Namakkal.",TAMIL NADU,mmhospitalnkl@gmail.com,"6/288, Trichy Rd, Andavar Nagar, Namakkal, Tamil Nadu 637001",11.2102523,78.1570752,637001,Namakkal,MM,Independent
Morpheus Abirami International IVF centre,"C/o Sree Abirami Hospitals , no 33 A madukkarai road sundarapuram coimbatore",TAMIL NADU,uma.periyaswamy@gmail.com,"33, Madukkarai Main Rd, Sundarapuram, Coimbatore, Kurichi, Tamil Nadu 641024",10.9526687,76.9524281,641024,Coimbatore,MORPHEU,Independent
MOTHERS CLINIC,"NO.7/476, 1st FLOOR, VELACHERY TAMBARAM MAIN ROAD,MEDAVAKKAM",TAMIL NADU,mothersclinicobg@gmail.com,"No 7, anjappar restaurant, 476, Velachery - Tambaram Main Rd, next to Anjappar hotel, United Colony, Ranganathapuram, Medavakkam, Chennai, Tamil Nadu 600100",12.9201827,80.1637644,600100,Chennai,MOTHER,Independent
MRS HOSPITAL,"NO 2,FIRST MAIN ROAD,MM NAGAR,VAYALUR ROAD,UKT MALAI, TRICHY",TAMIL NADU,drskiruthikavenkatesan@gmail.com,"MM Nagar, Tiruchirappalli, Sholanganallur, Tamil Nadu 620102",10.8793407,78.5438792,620102,Trichy,MRS,Independent
MVS HOSPITAL,"171 , Gandhi Nagar , Attur",TAMIL NADU,mvshealthcentre@gmail.com,"32, Gandhi Nagar, Tamil Nadu 636102",11.5966815,78.5699102,636102,Salem,MVS,Independent
MYTRA IVF CENTRE,"75C, AKM NURSING HOME BUILDING, 2ND FLOOR, AZHAGAPPA NAGAR 3RD CROSS, ARIYALUR",TAMIL NADU,mytraivfariyalur@gmail.com,"No. 75-A, 3nd Cross Rd, Alagappa Nagar, Vila Ngara, Ariyalur, Tamil Nadu 621704",11.1401669,79.0550729,621704,Trichy,MYTRA,Independent
N P HOSPITAL,"400/10, NEAR E.B OFFICE,DHARAPURAM ROAD, ERODE",TAMIL NADU,nphospitals2009@gmail.com,"8PM9+HCR, Erode-Dharapuram Rd, Nggo Colony, Erode, Tamil Nadu 638009",10.9231484,77.3617074,638009,Erode,N,Independent
Nagamani Hospital,"116 G. A . Road, Chennai",TAMIL NADU,nagahosp@gmail.com,"118, Rajarathnam Salai, 116, Gollavar Agraharam Rd, Washermanpet, Chennai, Tamil Nadu 600021",13.117371,80.2689639,600021,Chennai,NAGAMANI,Independent
Nakshatra Men Women & Fertility Clinic,"5/336, Santhome Avenue Main Road, Okkiyampettai, OMR",TAMIL NADU,nakshatrafertility@gmail.com,"#5/336, Santham Avenue main road, Okkiyam pettai, Old Mahabalipuram Road landmark - next to Indian oil petrol bunk, Chennai, Tamil Nadu 600097",12.9269195,80.2106305,600097,Chennai,NAKSHATRA,Independent
NALAM HOSPITAL,158 HIGHWAYS COLONY,TAMIL NADU,nalamhospital.trichy@yahoo.com,"158, Highways Colony Main Rd, Sundarraj Nagar, Subramaniyapuram, Sangillyandapuram, Tiruchirappalli, Tamil Nadu 620020",10.7835619,78.6826119,620020,Trichy,NALAM,Independent
NALINI FERTILITY CENTRE,"3/31,MTP ROAD, K.VADAMADURAI.",TAMIL NADU,drdasarathanmemorialhospital@gmail.com,"3/31, Mettupalayam Rd, Ganesh Nagar, K. Vadamadurai, Coimbatore, Kurudampalayam, Tamil Nadu 641017",11.0887161,76.9178451,641017,Coimbatore,NALINI,Independent
NANDHINI-PEARL HOSPITAL LLP,"40-B, 7TH STREET, TANSI NAGAR, TARAMANI LINK ROAD, VELACHERY, CHENNAI",TAMIL NADU,jayashree@nandhini-pearl.in,"40 -B, 7th St, near Vijayanagar bus stand, Tansi Nagar, Velachery, Chennai, Tamil Nadu 600042",12.9783515,80.2040123,600042,Chennai,NANDHINIPEARL,Independent
NANDITA S FERTILITY AND RESEARCH CENTRE,"21/2, MC NICHOLS ROAD, CHETPET, CHENNAI.",TAMIL NADU,NANDITAFERTILITY@GMAIL.COM,"21/2, Mc Nichols Road 3rd Ln, Chetpet, Chennai, Tamil Nadu 600031",13.07171,80.2206529,600031,Chennai,NANDITA,Independent
Narmatha Hospital,"411-A, viswanatham Road, Sivakasi",TAMIL NADU,narmathahospitals@gmail.com,"bus stop, 411-A, Viswanatham Rd, near Mani Nagar, Parapatti, Sivakasi, Tamil Nadu 626123",9.4432826,77.7798016,626123,Virudhunagar,NARMATHA,Independent
NEW LIFE FERTILITY AND IVF CENTRE,"B.M.HOSPITAL , 36 , 5th MAIN ROAD , THILLAI GANGA NAGAR , NANAGNALLUR , CHENNAI",TAMIL NADU,dr.vasundra@bmhospitals.com,"36, Fifth Main Rd, Thillaiganga Nagar, Nanganallur, Chennai, Tamil Nadu 600061",12.9888655,80.1695517,600061,Chennai,LIFE,Independent
New life fertility centre,No.6.skc road Erode,TAMIL NADU,lathanewlife@gmail.com,"17, Kulanthu Poonai Colony Rd, Periyar Nagar, Erode, Tamil Nadu 638001",11.3340319,77.7054182,638001,Erode,LIFE,Independent
Nirmala hospital,No.276 Salem main road komarapalayam,TAMIL NADU,nirucool123@gmail.com,"Salem Main Rd, Komarapalayam, Tamil Nadu 638183",11.4426743,77.6799147,638183,Erode,NIRMALA,Independent
NIRMALA TEST TUBE BABY CENTRE.,"NIRMALA NURSING HOME,9-D/12,EAST RAMAKRISHNA PURAM,KARUR",TAMIL NADU,drjdeepa@gmail.com,"X37H+RQ9, Ramkrishnapuram, Karur, Tamil Nadu 639001",10.9645344,78.0769032,639001,Karur,NIRMALA,Independent
NIRVI ASSISTED REPRODUCTION INSTITUTE (VIJAYA HOSPITAL),"434, NSK SALAI, VADAPALANI, CHENNAI",TAMIL NADU,narivijayaivf@gmail.com,"No:434, Arcot Rd, Vadapalani, Chennai, Tamil Nadu 600026",13.0491738,80.1878061,600026,Chennai,NIRVI,Independent
NISHANT HOSPITAL,"279, E.V.N. ROAD, ERODE",TAMIL NADU,mpadman279@gmail.com,"279, EVN Rd, opp. Power House, near Vasan Eye Care, Erode, Tamil Nadu 638001",11.3366447,77.6973843,638001,Erode,NISHANT,Independent
NITHILAA ADVANCED TEST TUBE CENTRE,"72, T.P.K. Road, (Opp. to Kumaragam Kovil), Pallaganatham,MADURAI",TAMIL NADU,nithilaanursing@gmail.com,"72, Tirupparankunram Rd, Thiruvalluvar Nagar, Palangantham, Madurai, Tamil Nadu 625003",9.901384,78.0917507,625003,Madurai,NITHILAA,Independent
NM HOSPITAL PVT.LIMITED,"#3275,1/A RAMAKRISHNAPURAM,OPP.TO MANIMANDABAM",TAMIL NADU,nmhospitalplit@gmail.com,"Plot No: 3275, 1/a-1, Ramakrishnapuram, opp. to Manimandabam, Thanjavur, Tamil Nadu 613007",10.7699721,79.1119249,613007,Thanjavur,NM,Independent
NN HOSPITAL,NEW NO 39 GANDHI ROAD WEST TAMBARAM CHENNAI,TAMIL NADU,subaam2001@yahoo.co.in,"W4J9+3F4, Marmalong Bridge, Irumbuliyur, Tambaram - Mudichur - Oragadam Rd, West Tambaram, Tambaram, Chennai, Tamil Nadu 600045",12.9275589,80.1052934,600045,Chennai,NN,Independent
Nova IVF Fertility,"SV Towers, First Floor, Shop No. 4, Rajiv Gandhi Salai, Kazhipattur, Padur Post, Chennai",TAMIL NADU,nova.padur@novaivffertility.com,"Door Number-344 to 349, 1st Floor, Tiruvallur District South, Taluk, Karayanchavadi, Poonamallee, Chennai, Tamil Nadu 600056",13.047101,79.9702093,600056,Chennai,NOVA,Chained
Nova IVF Fertility Annanagar,"As Towers, B-25, second avenue, Annanagar East, Chennai",TAMIL NADU,nova.annanagar@novaivffertility.com,"AS Towers, Plot no 103,, Door No.25, 2nd Ave, B Block, Annanagar East, Chennai, Tamil Nadu 600102",13.0844036,80.2012539,600102,Chennai,NOVA,Chained
Nova IVF Fertility Coimbatore,"LTL Building,Door No : 1334/3 ,1st & 4th floor, Avinashi Road,Peelamedu,Coimbatore, Tamil Nadu",TAMIL NADU,nova.coimbatore@novaivffertility.com,"D.No.1334/3, First Floor, LTL Building, Avinashi Rd, Peelamedu West, Coimbatore, Tamil Nadu 641004",12.0056288,73.3362735,641004,Coimbatore,NOVA,Chained
Nova IVF Fertility Madurai,"4/461 & 4/936 to 4/939, Vandiyur Main Road, Near to PTR Bridge, Anna Nagar, Madurai - 625020",TAMIL NADU,nova.madurai@novaivffertility.com,"Vandiyur Main Rd, near to PTR Bridge, Anna Nagar, Madurai, Tamil Nadu 625020",9.9167709,78.1464377,625020,Madurai,NOVA,Chained
Nova IVF Fertility Salem,"224/2,SHRI SHARADA ARCADE â€“ NITHYAM, 1ST FLOOR, MEYYANUR MAIN RD, SALEM, TAMIL NADU 636004",TAMIL NADU,nova.salem@novaivffertility.com,"224/2,Shri Sharada Arcade – Nithyam, 1st Floor, Meyyanur Main Rd, Salem, Tamil Nadu 636004",11.6685603,78.1117574,636004,Salem,NOVA,Chained
Nova IVF Fertility Tambaram,"NO.465/155, VELACHERY ROAD, SELAIYUR VILLAGE, EAST TAMBARAM, CHENNAI-600059",TAMIL NADU,nova.tambaram@novaivffertility.com,"No.465/155, Door, Velachery Main Rd, East Tambaram, Selaiyur, Chennai, Tamil Nadu 600059",12.9230694,80.1077889,600059,Chennai,NOVA,Chained
Nova IVF Fertility Vadapalani,"Shop-1, First Floor, Doshi Garden, 174, NSK Salai, Vadapalani, Chennai",TAMIL NADU,nova.vadapalani@novaivffertility.com,"1, First Floor, Doshi Garden, Old No.174, New No.321, Arcot Road, NSK Salai Rd, Vadapalani, Chennai, Tamil Nadu 600026",13.0486821,80.1865637,600026,Chennai,NOVA,Chained
NOVA PULSE IVF CLINIC PRIVATE LIMITED,"New Door No 4 & 5 ( Old Door No 6A/7 & 6A/7A) , Sudharsana Hospital Building Campus, First Main Road, Ramalinga Nagar, Woraiyur, TiruchirappalliÂ -Â 620Â 003",TAMIL NADU,customercare.trichy@novaivffertility.com,"6A, First Main Rd, Ramlinga Nagar, Woraiyur, Tiruchirappalli, Tamil Nadu 620003",10.8210526,78.6556619,620003,Trichy,NOVA,Chained
Nova Pulse IVF Clinic Pvt Ltd,"D.No.87/55, 1st Floor, Dunlop Building, P N Road, Neavalar Colony, Thottipalyam, Tirppur, Tamilnadu,641602",TAMIL NADU,ajithkumar@novaivffertility.com,"Nova Door No : 87/55, 1st Floor, Dunlop Building, PN Rd, above Karnataka Bank, Thirumalai Nagar, Nesavalar Colony, Tiruppur, Chettipalayam, Tamil Nadu 641602",11.1276759,77.3389084,641602,Coimbatore,NOVA,Chained
NS kumudham hospital,"42-A,Dr Varadharajulu st,Jothi nagar,Attur,Salem-",TAMIL NADU,drkumudham@gmail.com,"42, Dr.Varadharajulu street, Pungavadi Puthur, Attur, Tamil Nadu 636102",11.5962806,78.5789442,636102,Salem,NS,Independent
Olympia Hospital and Research Centre,"47,47A Puthur High Road, Puthur",TAMIL NADU,olympiahospital@gmail.com,"47, 47-A, Puthur High Rd, Puthur, Tiruchirappalli, Tamil Nadu 620017",10.8162839,78.6573127,620017,Trichy,OLYMPIA,Independent
Om Fertility Center,"No. 106, Patel Road, Perambur,",TAMIL NADU,admin@srinivaspriyahospital.com,"NO.106, Patel Road, Perambur, Chennai, Tamil Nadu 600011",13.1093667,80.2279485,600011,Chennai,OM,Independent
OM SAKTHI TEST TUBE BABY CENTRER,"OM SAKTHI HOSPITAL , 1/3,VINAYAGAR KOVIL STREET,POONDHURAI MAIN ROAD ,ERODE",TAMIL NADU,omsakthihospitalerode@gmail.com,"No 1/3, NGGO Nagar Main Rd, near Am Mahal, State Bank Nagar, Chettipalayam, Erode, Tamil Nadu 638002",11.3109848,77.7055469,638002,Erode,OM,Independent
OMEGA FERTILITY & TEST TUBE BABY CENTRE,"SUNDARAM ARULRHAJ HOSPITALS, 145/5B, JEYARAJ ROAD",TAMIL NADU,omegafertilitycentre@gmail.com,"Sundaram Arulraj Hospitals, 145/5B, Jeyaraj Rd, Meenakshipuram, Thoothukudi, Tamil Nadu 628002",8.8082195,78.119504,628002,Thoothukudi,OMEGA,Independent
"OVIYA FERTILITY CENTRE, G. S. HOSPITAL","15/9 RAMNAD ROAD, IRAVATHANALLUR, MADURAI",TAMIL NADU,insurancegshospital13@gmail.com,"New Ramnad Rd, Iravadanallur, Madurai, Tamil Nadu 625009",9.9093676,78.1507856,625009,Madurai,OVIYA,Independent
PALANI BALAJI FERTILITY CENTER,"78,SURVEYAR COLONY,AZHAGAR KOVIL ROAD,MADUARI",TAMIL NADU,contactpbfc@yahoo.com,"78, Alagar Kovil Main Rd, Surveyor Colony, Madurai, Tamil Nadu 625007",9.957925,78.1523928,625007,Madurai,PALANI,Chained
PALANI BALAJI FERTILITY CENTER,4/12A ANNA NAGAR PALANI,TAMIL NADU,dshospitalpvtltd@gmail.com,"4/12A, Anna Nagar, Palani, Tamil Nadu 624601",10.4510608,77.4987003,624601,Dindigul,PALANI,Chained
PALANI BALAJI FERTILITY CENTER,"84/115, VELACHERY ROAD, LITTLE MOUNT, SAIDAPET, CHENNAI",TAMIL NADU,contactpbfch@gmail.com,"84, 115, Velachery Main Rd, Venkatapuram, Little Mount, Saidapet, Chennai, Tamil Nadu 600015",13.0123415,80.2028535,600015,Chennai,PALANI,Chained
